Year,Deaths
1987,95896
1988,95886
1989,96837
1990,97347
1991,96652
1992,95857
1993,94796
1994,94634
1995,92009
1996,90673
1997,90362
1998,89005
1999,86871
2000,86605
2001,87286
2002,86950
2003,85514
2004,91396
2005,84307
2006,84301
2007,84319
2008,84896
2009,84738
2010,174845
2011,87351
2012,85904
2013,86069
2014,85969
2015,86560
2016,87574
2017,87199
2018,88213
2019,88896
2020,92580
2021,99459
1950,8266222
1951,8137635
1952,7626525
1953,7612574
1954,7381628
1955,7402525
1956,7569904
1957,7692510
1958,7419207
1959,7540614
1960,7624668
1961,7557536
1962,7840116
1963,7894984
1964,7711616
1965,7901873
1966,7884001
1967,7925448
1968,8206104
1969,8328339
1970,8273944
1971,8289690
1972,8304346
1973,8416959
1974,8356262
1975,8395587
1976,8444847
1977,8329990
1978,8441894
1979,8400477
1980,8628961
1981,8557053
1982,8533271
1983,8740347
1984,8660873
1985,8864007
1986,8841457
1987,8797227
1988,8910072
1989,8932523
1990,9000136
1991,9061671
1992,9050576
1993,9270476
1994,9206564
1995,9366060
1996,9348374
1997,9312407
1998,9374970
1999,9506219
2000,9390364
2001,9376097
2002,9497910
2003,9678847
2004,9461479
2005,9650329
2006,9552779
2007,9650733
2008,9776292
2009,9760054
2010,9884632
2011,9993260
2012,10198018
2013,10265115
2014,10275465
2015,10677503
2016,10654915
2017,10897022
2018,10960331
2019,10939457
2020,12095508
2021,12299926
1950,38103
1951,38900
1952,39181
1953,39428
1954,39594
1955,39718
1956,39731
1957,39463
1958,39045
1959,38758
1960,38395
1961,38519
1962,37912
1963,37800
1964,37749
1965,37582
1966,37395
1967,37298
1968,37017
1969,36970
1970,36924
1971,36933
1972,36795
1973,39577
1974,44820
1975,35966
1976,36255
1977,36432
1978,36551
1979,36644
1980,36655
1981,36686
1982,36720
1983,36526
1984,36463
1985,36651
1986,36442
1987,36491
1988,36785
1989,36076
1990,35658
1991,35069
1992,35049
1993,35172
1994,34968
1995,34334
1996,34282
1997,34202
1998,49163
1999,34111
2000,34252
2001,34161
2002,34052
2003,34453
2004,34524
2005,34602
2006,35059
2007,35670
2008,36468
2009,36188
2010,36758
2011,36840
2012,37120
2013,37633
2014,37987
2015,38560
2016,39587
2017,40652
2018,41704
2019,42992
2020,50064
2021,57654
1950,19475
1951,19446
1952,19506
1953,19250
1954,19167
1955,19349
1956,19519
1957,19886
1958,20170
1959,20190
1960,19887
1961,19859
1962,19974
1963,19651
1964,19285
1965,18867
1966,19076
1967,19219
1968,19431
1969,20125
1970,20396
1971,20474
1972,20763
1973,20986
1974,21122
1975,21871
1976,22767
1977,24640
1978,25274
1979,25658
1980,25087
1981,25168
1982,25927
1983,26686
1984,27266
1985,27140
1986,27766
1987,28642
1988,30054
1989,31163
1990,32120
1991,33150
1992,33971
1993,34792
1994,35344
1995,35839
1996,36690
1997,36816
1998,36490
1999,36757
2000,36403
2001,36210
2002,37246
2003,38815
2004,40035
2005,40358
2006,41137
2007,42057
2008,43362
2009,44286
2010,44420
2011,45330
2012,45832
2013,46654
2014,47357
2015,48357
2016,49121
2017,49078
2018,49180
2019,51005
2020,53408
2021,53764
1950,106591
1951,109701
1952,107606
1953,112269
1954,106885
1955,97477
1956,104326
1957,103398
1958,97581
1959,103729
1960,101504
1961,96321
1962,108236
1963,99942
1964,100851
1965,108136
1966,102000
1967,109652
1968,115404
1969,116616
1970,120139
1971,122838
1972,118997
1973,123338
1974,126194
1975,131022
1976,132122
1977,131904
1978,140024
1979,136711
1980,145342
1981,144812
1982,144371
1983,148711
1984,146779
1985,147770
1986,147141
1987,142644
1988,139996
1989,144672
1990,145500
1991,144637
1992,148542
1993,150096
1994,146726
1995,145155
1996,142939
1997,139208
1998,140693
1999,143026
2000,135541
2001,132141
2002,132827
2003,135804
2004,132529
2005,135656
2006,131519
2007,132789
2008,129960
2009,130315
2010,130270
2011,128178
2012,129387
2013,126580
2014,126363
2015,131660
2016,127004
2017,131642
2018,130864
2019,129283
2020,140677
2021,154245
1950,1122
1951,1146
1952,1092
1953,1124
1954,1065
1955,1105
1956,1158
1957,1163
1958,1171
1959,1246
1960,1174
1961,1250
1962,1242
1963,1326
1964,1323
1965,1294
1966,1395
1967,1386
1968,1389
1969,1457
1970,1460
1971,1510
1972,1454
1973,1476
1974,1492
1975,1415
1976,1347
1977,1433
1978,1419
1979,1481
1980,1537
1981,1661
1982,1589
1983,1654
1984,1584
1985,1654
1986,1591
1987,1723
1988,1826
1989,1721
1990,1712
1991,1795
1992,1724
1993,1753
1994,1720
1995,1917
1996,1889
1997,1845
1998,1830
1999,1914
2000,1828
2001,1727
2002,1822
2003,1836
2004,1833
2005,1843
2006,1906
2007,1946
2008,1997
2009,2017
2010,2030
2011,1996
2012,1964
2013,2148
2014,2057
2015,2183
2016,2313
2017,2227
2018,2248
2019,2413
2020,2456
2021,2512
1950,7942496
1951,8171043
1952,8293344
1953,8442216
1954,8413993
1955,8468267
1956,8533395
1957,8617802
1958,8673317
1959,8687830
1960,8756300
1961,8874247
1962,8969316
1963,9064358
1964,9176669
1965,9823825
1966,9885962
1967,9962698
1968,9486463
1969,9550627
1970,9606005
1971,9657680
1972,9701774
1973,9700688
1974,9627602
1975,9592460
1976,9571887
1977,9555203
1978,9520383
1979,9514537
1980,9529884
1981,9532282
1982,9512344
1983,9487429
1984,9470538
1985,9443755
1986,9433597
1987,9400433
1988,9368817
1989,9335200
1990,9305873
1991,9295002
1992,9285086
1993,9282709
1994,9269679
1995,9269376
1996,9261931
1997,9251005
1998,9244646
1999,9235338
2000,9220819
2001,9234705
2002,9185917
2003,9149752
2004,9135916
2005,9095710
2006,9080132
2007,9094629
2008,9123063
2009,9154384
2010,9162368
2011,9139211
2012,9072346
2013,8986805
2014,8876169
2015,8825601
2016,8838896
2017,8927865
2018,9098071
2019,9280916
2020,10262275
2021,13299618
1950,1504880
1951,1522031
1952,1517167
1953,1526178
1954,1533493
1955,1542415
1956,1544495
1957,1555754
1958,1574678
1959,1577821
1960,1592968
1961,1601965
1962,1603495
1963,1614322
1964,1609041
1965,2120931
1966,1739828
1967,1596310
1968,1593623
1969,1582204
1970,1575549
1971,1570440
1972,1560202
1973,1554297
1974,1547052
1975,1544272
1976,1540090
1977,1534312
1978,1535393
1979,1529697
1980,1520812
1981,1525962
1982,1514470
1983,1507421
1984,1502365
1985,1481346
1986,1472140
1987,1481144
1988,1494558
1989,1487026
1990,1477380
1991,1484318
1992,1468017
1993,1464235
1994,1480775
1995,1487222
1996,1518695
1997,1526135
1998,1544482
1999,1559353
2000,1580688
2001,1591456
2002,1595707
2003,1611652
2004,1806890
2005,1679144
2006,1697947
2007,1718514
2008,1763465
2009,1780272
2010,1807440
2011,1842810
2012,1875355
2013,1888518
2014,1903725
2015,1932676
2016,1971512
2017,2004491
2018,2001885
2019,2032338
2020,2436950
2021,2755190
1950,468811
1951,480932
1952,485338
1953,490122
1954,490379
1955,490819
1956,493607
1957,497280
1958,494016
1959,494463
1960,492822
1961,489062
1962,500209
1963,485069
1964,483138
1965,482459
1966,480455
1967,479832
1968,487289
1969,473898
1970,468344
1971,459449
1972,455608
1973,439920
1974,433176
1975,428029
1976,424517
1977,420922
1978,446189
1979,410943
1980,421590
1981,463148
1982,467174
1983,458383
1984,420303
1985,414661
1986,409061
1987,407466
1988,399265
1989,358371
1990,395366
1991,359309
1992,357543
1993,352295
1994,339797
1995,335330
1996,333355
1997,334060
1998,336247
1999,333233
2000,336549
2001,343560
2002,344807
2003,369960
2004,344897
2005,348018
2006,349464
2007,349607
2008,369469
2009,380850
2010,384716
2011,380507
2012,378385
2013,385336
2014,390733
2015,394524
2016,393654
2017,396425
2018,403553
2019,421485
2020,486271
2021,565768
1950,141877
1951,137421
1952,136180
1953,134013
1954,130180
1955,122645
1956,116878
1957,107117
1958,100631
1959,101179
1960,98435
1961,100156
1962,105060
1963,108641
1964,110104
1965,109235
1966,109332
1967,108193
1968,109641
1969,110331
1970,109637
1971,109191
1972,109654
1973,109242
1974,116596
1975,116382
1976,108325
1977,108018
1978,109574
1979,110055
1980,128039
1981,142600
1982,143300
1983,144468
1984,147492
1985,148131
1986,148598
1987,150516
1988,184381
1989,187217
1990,189809
1991,152901
1992,123289
1993,125045
1994,132979
1995,138275
1996,141926
1997,150019
1998,156178
1999,153708
2000,151769
2001,153581
2002,156488
2003,175362
2004,186147
2005,193047
2006,212919
2007,209829
2008,193004
2009,183569
2010,182689
2011,182119
2012,184352
2013,190740
2014,189590
2015,187339
2016,198653
2017,183696
2018,173818
2019,178861
2020,222816
2021,207099
1950,37791
1951,42663
1952,35336
1953,34784
1954,35784
1955,36973
1956,34087
1957,34387
1958,34327
1959,34248
1960,32676
1961,34724
1962,33708
1963,33677
1964,32593
1965,32982
1966,35027
1967,31273
1968,33029
1969,33571
1970,33550
1971,31767
1972,34144
1973,33943
1974,34743
1975,33103
1976,33906
1977,33447
1978,33625
1979,33551
1980,33260
1981,32694
1982,32268
1983,32748
1984,31927
1985,33010
1986,33375
1987,31209
1988,31384
1989,31896
1990,31140
1991,31046
1992,30674
1993,31899
1994,30713
1995,31992
1996,31464
1997,31245
1998,31280
1999,32345
2000,31096
2001,29891
2002,29439
2003,28806
2004,28340
2005,27991
2006,28226
2007,27790
2008,27986
2009,28043
2010,27707
2011,28136
2012,28837
2013,29186
2014,28889
2015,29845
2016,30359
2017,30119
2018,30601
2019,31457
2020,32911
2021,35151
1950,858
1951,839
1952,798
1953,780
1954,793
1955,781
1956,800
1957,803
1958,808
1959,800
1960,832
1961,850
1962,843
1963,880
1964,860
1965,873
1966,881
1967,877
1968,906
1969,940
1970,955
1971,971
1972,1010
1973,985
1974,1017
1975,1000
1976,1008
1977,1020
1978,1030
1979,1034
1980,1034
1981,1021
1982,1037
1983,1023
1984,1029
1985,1061
1986,1038
1987,1033
1988,1020
1989,1050
1990,1007
1991,1008
1992,979
1993,1049
1994,1000
1995,1016
1996,990
1997,996
1998,976
1999,1027
2000,967
2001,930
2002,939
2003,920
2004,871
2005,848
2006,839
2007,848
2008,843
2009,840
2010,833
2011,830
2012,836
2013,842
2014,822
2015,913
2016,832
2017,836
2018,841
2019,846
2020,874
2021,891
1950,8240
1951,8835
1952,9384
1953,9859
1954,10168
1955,10401
1956,11004
1957,11387
1958,11613
1959,11939
1960,12198
1961,12550
1962,13105
1963,13832
1964,14584
1965,15443
1966,16251
1967,17108
1968,18291
1969,19284
1970,20410
1971,21317
1972,22096
1973,23003
1974,23828
1975,24247
1976,24530
1977,24922
1978,25233
1979,25657
1980,26150
1981,26046
1982,28073
1983,27158
1984,27583
1985,28075
1986,29820
1987,29803
1988,29995
1989,29718
1990,29648
1991,31627
1992,33270
1993,32945
1994,33564
1995,35174
1996,34483
1997,35789
1998,36579
1999,36958
2000,37354
2001,37020
2002,38447
2003,38409
2004,37804
2005,38796
2006,38823
2007,39600
2008,39275
2009,38551
2010,39199
2011,40447
2012,41547
2013,41120
2014,41773
2015,43451
2016,42981
2017,43096
2018,43833
2019,45172
2020,48137
2021,49845
1950,452229
1951,481215
1952,474033
1953,472124
1954,442479
1955,446204
1956,497394
1957,484075
1958,457597
1959,454767
1960,480963
1961,468326
1962,508904
1963,516570
1964,489800
1965,516986
1966,495425
1967,509328
1968,532764
1969,538045
1970,520728
1971,522051
1972,523226
1973,546931
1974,531413
1975,553806
1976,549614
1977,545755
1978,540847
1979,538619
1980,554407
1981,545479
1982,534515
1983,563754
1984,534042
1985,546810
1986,543909
1987,532034
1988,538568
1989,531063
1990,542928
1991,552410
1992,546441
1993,551794
1994,555765
1995,555676
1996,553240
1997,559867
1998,573018
1999,567015
2000,559012
2001,555539
2002,558834
2003,582137
2004,540418
2005,563488
2006,553567
2007,567102
2008,576842
2009,583877
2010,580159
2011,589769
2012,608698
2013,594922
2014,595270
2015,642236
2016,614303
2017,651610
2018,630845
2019,615795
2020,716753
2021,680373
1950,15618
1951,16034
1952,15950
1953,15859
1954,15740
1955,15620
1956,15650
1957,15039
1958,14750
1959,14653
1960,14655
1961,14761
1962,14983
1963,14737
1964,14881
1965,14976
1966,15024
1967,15282
1968,15751
1969,15888
1970,15848
1971,16015
1972,16222
1973,16238
1974,16363
1975,16566
1976,16537
1977,16807
1978,16985
1979,17095
1980,17118
1981,17051
1982,16912
1983,17342
1984,17381
1985,17305
1986,17275
1987,16939
1988,16864
1989,16417
1990,16496
1991,16909
1992,17164
1993,17448
1994,17616
1995,17802
1996,17724
1997,18038
1998,18261
1999,18177
2000,18061
2001,18216
2002,18028
2003,18136
2004,18053
2005,17869
2006,17777
2007,17610
2008,17486
2009,16980
2010,16494
2011,16159
2012,16075
2013,16460
2014,17403
2015,18631
2016,19573
2017,20102
2018,20616
2019,21080
2020,21386
2021,24899
1950,933809
1951,862235
1952,788162
1953,796456
1954,742817
1955,714063
1956,745631
1957,774572
1958,706738
1959,711205
1960,730473
1961,719858
1962,735811
1963,695302
1964,698965
1965,729342
1966,694705
1967,704553
1968,715869
1969,723559
1970,745670
1971,716624
1972,715921
1973,736935
1974,738200
1975,730464
1976,732200
1977,718893
1978,725432
1979,719085
1980,755442
1981,753363
1982,744881
1983,775088
1984,776302
1985,789154
1986,789201
1987,790769
1988,835803
1989,831028
1990,866210
1991,876244
1992,905681
1993,929713
1994,928086
1995,977753
1996,949894
1997,969625
1998,994334
1999,1044710
2000,1024232
2001,1034354
2002,1048503
2003,1086210
2004,1101430
2005,1164011
2006,1167291
2007,1194942
2008,1233341
2009,1235455
2010,1295676
2011,1357134
2012,1363506
2013,1376554
2014,1384931
2015,1405072
2016,1428060
2017,1463873
2018,1493140
2019,1519227
2020,1511209
2021,1574533
1950,701
1951,720
1952,668
1953,724
1954,723
1955,709
1956,726
1957,739
1958,759
1959,720
1960,781
1961,860
1962,722
1963,864
1964,755
1965,796
1966,778
1967,765
1968,862
1969,860
1970,920
1971,885
1972,914
1973,900
1974,903
1975,956
1976,918
1977,912
1978,919
1979,970
1980,931
1981,899
1982,821
1983,903
1984,779
1985,854
1986,855
1987,820
1988,795
1989,820
1990,831
1991,839
1992,778
1993,894
1994,802
1995,825
1996,815
1997,781
1998,765
1999,783
2000,770
2001,769
2002,822
2003,752
2004,737
2005,741
2006,752
2007,711
2008,755
2009,775
2010,797
2011,766
2012,803
2013,794
2014,788
2015,833
2016,874
2017,868
2018,888
2019,908
2020,933
2021,953
1950,11139
1951,11322
1952,11567
1953,11804
1954,12044
1955,12287
1956,12528
1957,12736
1958,12942
1959,13099
1960,13232
1961,13296
1962,13295
1963,13262
1964,13162
1965,13236
1966,13693
1967,13731
1968,14115
1969,14452
1970,15584
1971,14900
1972,14774
1973,14662
1974,14527
1975,14364
1976,14157
1977,13970
1978,13795
1979,13686
1980,13629
1981,13558
1982,13542
1983,13611
1984,13719
1985,13885
1986,14107
1987,14306
1988,14462
1989,14692
1990,14982
1991,15427
1992,15949
1993,16559
1994,17187
1995,17752
1996,18148
1997,18386
1998,18548
1999,18708
2000,18876
2001,19089
2002,19398
2003,19752
2004,20143
2005,20694
2006,21181
2007,23506
2008,24025
2009,24576
2010,24977
2011,25564
2012,26192
2013,26246
2014,27746
2015,29297
2016,31492
2017,32164
2018,32893
2019,33639
2020,37948
2021,43100
1950,98237
1951,100614
1952,102671
1953,104538
1954,105821
1955,107964
1956,110350
1957,112861
1958,114863
1959,116557
1960,118426
1961,120327
1962,121751
1963,121585
1964,121850
1965,121495
1966,121931
1967,122938
1968,124271
1969,125372
1970,126643
1971,127726
1972,127840
1973,128311
1974,129014
1975,129600
1976,133841
1977,134839
1978,135980
1979,137644
1980,138689
1981,138820
1982,140266
1983,141392
1984,144355
1985,145286
1986,146087
1987,144458
1988,145820
1989,149766
1990,153746
1991,159028
1992,163517
1993,162029
1994,163835
1995,164021
1996,163293
1997,162006
1998,160879
1999,159003
2000,159320
2001,160339
2002,165899
2003,165942
2004,166195
2005,167065
2006,165485
2007,167518
2008,162649
2009,160646
2010,155171
2011,152509
2012,152408
2013,149156
2014,147568
2015,147198
2016,150123
2017,147533
2018,150852
2019,153401
2020,179002
2021,196490
1950,166677
1951,165834
1952,167913
1953,163159
1954,159117
1955,156013
1956,153620
1957,149281
1958,147506
1959,146007
1960,144571
1961,143822
1962,144008
1963,144779
1964,145938
1965,148158
1966,150404
1967,152521
1968,154794
1969,156772
1970,158483
1971,158836
1972,158161
1973,157661
1974,160331
1975,161995
1976,164216
1977,163581
1978,163898
1979,162713
1980,161623
1981,151378
1982,155845
1983,159026
1984,164483
1985,170436
1986,178063
1987,185045
1988,194796
1989,205271
1990,215713
1991,228185
1992,241943
1993,255175
1994,265587
1995,279632
1996,291614
1997,302559
1998,313492
1999,320677
2000,329440
2001,336489
2002,338686
2003,337432
2004,334275
2005,327904
2006,323049
2007,321824
2008,316836
2009,311529
2010,314357
2011,316861
2012,326046
2013,331660
2014,335071
2015,345318
2016,351719
2017,357331
2018,365374
2019,371729
2020,387712
2021,427272
1950,885
1951,892
1952,899
1953,904
1954,910
1955,913
1956,914
1957,915
1958,916
1959,916
1960,914
1961,913
1962,906
1963,895
1964,883
1965,871
1966,859
1967,845
1968,827
1969,809
1970,790
1971,773
1972,763
1973,749
1974,742
1975,729
1976,714
1977,722
1978,683
1979,666
1980,677
1981,685
1982,693
1983,699
1984,705
1985,709
1986,712
1987,711
1988,707
1989,702
1990,695
1991,686
1992,676
1993,666
1994,657
1995,651
1996,649
1997,644
1998,640
1999,636
2000,632
2001,630
2002,636
2003,644
2004,660
2005,680
2006,702
2007,722
2008,740
2009,755
2010,766
2011,773
2012,777
2013,777
2014,777
2015,776
2016,775
2017,776
2018,778
2019,779
2020,790
2021,805
1950,10918
1951,10803
1952,10691
1953,10680
1954,10677
1955,10660
1956,10630
1957,10597
1958,10564
1959,10555
1960,10563
1961,10546
1962,10564
1963,10569
1964,10539
1965,10468
1966,10408
1967,10400
1968,10437
1969,10490
1970,10425
1971,10497
1972,10550
1973,10526
1974,10579
1975,10572
1976,10614
1977,10571
1978,10493
1979,10423
1980,10630
1981,10579
1982,10724
1983,10767
1984,10773
1985,10740
1986,10713
1987,10557
1988,10641
1989,10595
1990,10671
1991,10664
1992,10499
1993,10454
1994,10470
1995,10538
1996,10615
1997,10679
1998,12468
1999,12687
2000,9108
2001,9192
2002,9334
2003,9299
2004,9301
2005,9287
2006,9492
2007,8890
2008,8376
2009,8297
2010,8434
2011,8389
2012,8296
2013,8389
2014,8383
2015,8548
2016,8783
2017,9200
2018,9507
2019,9471
2020,12595
2021,12054
1950,2500
1951,2547
1952,2545
1953,2541
1954,2539
1955,2516
1956,2705
1957,2933
1958,3089
1959,3271
1960,3408
1961,3545
1962,3685
1963,3817
1964,3949
1965,4055
1966,4182
1967,4323
1968,4488
1969,4587
1970,4646
1971,4721
1972,4791
1973,4914
1974,4987
1975,5195
1976,5315
1977,5358
1978,5375
1979,5291
1980,5187
1981,5028
1982,4974
1983,4868
1984,4719
1985,4609
1986,4494
1987,4449
1988,4507
1989,4635
1990,6129
1991,2861
1992,3464
1993,3740
1994,3586
1995,3425
1996,3406
1997,3457
1998,3501
1999,3557
2000,3596
2001,3696
2002,3833
2003,4015
2004,4305
2005,4431
2006,4716
2007,4954
2008,5203
2009,5345
2010,5316
2011,5340
2012,5677
2013,6024
2014,6449
2015,6657
2016,7414
2017,7760
2018,8708
2019,9734
2020,14604
2021,12398
1950,32552
1951,33360
1952,33616
1953,34071
1954,34239
1955,34444
1956,34616
1957,34839
1958,35545
1959,35740
1960,35981
1961,36317
1962,36419
1963,36443
1964,36571
1965,36589
1966,36224
1967,36243
1968,36120
1969,36164
1970,36249
1971,36421
1972,36538
1973,36380
1974,36225
1975,36572
1976,36847
1977,36747
1978,36760
1979,36575
1980,36631
1981,36971
1982,37296
1983,37176
1984,37786
1985,37603
1986,38032
1987,38207
1988,38351
1989,38205
1990,39099
1991,39251
1992,39944
1993,40207
1994,39573
1995,39435
1996,38699
1997,38240
1998,37420
1999,36874
2000,38037
2001,37714
2002,38109
2003,37935
2004,38606
2005,39209
2006,38893
2007,39167
2008,39106
2009,38450
2010,38015
2011,37763
2012,37223
2013,37224
2014,35898
2015,36301
2016,35985
2017,35759
2018,36078
2019,35261
2020,41180
2021,40495
1950,2586796
1951,2628015
1952,2653911
1953,2678633
1954,2701941
1955,2723959
1956,2748765
1957,2909051
1958,2931582
1959,2818391
1960,2847965
1961,2869933
1962,2896551
1963,2933860
1964,2935401
1965,2987168
1966,3088949
1967,3065910
1968,3104906
1969,3152680
1970,3195502
1971,3237961
1972,3371465
1973,3343885
1974,3434948
1975,3481151
1976,3453644
1977,3503803
1978,3554729
1979,3584162
1980,3594063
1981,3573771
1982,3597993
1983,3938401
