Year,Births
2018,93111
2019,92375
2020,92544
2021,91895
1950,4094
1951,4027
1952,4106
1953,4262
1954,4290
1955,4511
1956,4609
1957,4680
1958,4628
1959,4802
1960,4866
1961,4506
1962,4705
1963,4813
1964,4779
1965,4721
1966,4672
1967,4410
1968,4239
1969,4234
1970,4073
1971,4278
1972,4655
1973,4596
1974,4286
1975,4381
1976,4302
1977,4044
1978,4177
1979,4476
1980,4534
1981,4354
1982,4350
1983,4366
1984,4125
1985,3884
1986,3884
1987,4168
1988,4601
1989,4596
1990,4757
1991,4524
1992,4623
1993,4634
1994,4462
1995,4313
1996,4342
1997,4164
1998,4166
1999,4103
2000,4280
2001,4093
2002,4067
2003,4161
2004,4238
2005,4249
2006,4378
2007,4495
2008,4797
2009,5061
2010,4921
2011,4530
2012,4537
2013,4324
2014,4354
2015,4125
2016,4012
2017,4001
2018,4171
2019,4402
2020,4534
2021,4572
1950,15651496
1951,16041888
1952,16458330
1953,16857474
1954,17246702
1955,17549400
1956,17843840
1957,18127958
1958,18369732
1959,18592576
1960,18957618
1961,19301072
1962,19662550
1963,20030594
1964,20406980
1965,20678678
1966,20913380
1967,21193322
1968,21454180
1969,21704442
1970,22042928
1971,22482718
1972,22835036
1973,23229502
1974,23558642
1975,23660096
1976,24020806
1977,24041856
1978,24242926
1979,24698876
1980,25235028
1981,25682976
1982,25964422
1983,26329460
1984,26777350
1985,27001360
1986,27521504
1987,27477888
1988,27654404
1989,27733328
1990,27692242
1991,27937352
1992,28057136
1993,28054516
1994,28206658
1995,28313788
1996,28304910
1997,28340882
1998,28380714
1999,28365312
2000,28614634
2001,28842612
2002,28647658
2003,28355764
2004,28098682
2005,27645748
2006,27228668
2007,27029548
2008,26890100
2009,26848280
2010,26598910
2011,26342016
2012,26026698
2013,25739528
2014,24899418
2015,24828120
2016,24783026
2017,24253964
2018,24168444
2019,23583090
2020,23138532
2021,23113534
1950,2825601
1951,2926316
1952,3035413
1953,3146081
1954,3256857
1955,3359348
1956,3475206
1957,3588819
1958,3700504
1959,3810960
1960,3929479
1961,4030927
1962,4126688
1963,4216983
1964,4303950
1965,4380378
1966,4425640
1967,4467569
1968,4502742
1969,4555455
1970,4596267
1971,4626576
1972,4666813
1973,4720497
1974,4726945
1975,4782851
1976,4812737
1977,4849078
1978,4907955
1979,4951561
1980,4980818
1981,4997482
1982,5036093
1983,5015545
1984,4985875
1985,4836156
1986,4736048
1987,4731775
1988,4738357
1989,4706989
1990,4647365
1991,4702399
1992,4643826
1993,4652255
1994,4681292
1995,4714197
1996,4762487
1997,4796960
1998,4744298
1999,4682542
2000,4680026
2001,4679118
2002,4661603
2003,4657532
2004,4678356
2005,4745818
2006,4819324
2007,4923101
2008,4927000
2009,4912941
2010,4919751
2011,5028613
2012,5028089
2013,4917392
2014,4856532
2015,4779601
2016,4717655
2017,4633621
2018,4587901
2019,4558836
2020,4526200
2021,4496383
1950,843927
1951,862596
1952,883155
1953,903931
1954,924726
1955,946203
1956,967872
1957,995906
1958,1021651
1959,1045944
1960,1048501
1961,1053269
1962,1069073
1963,1082444
1964,1097720
1965,1119908
1966,1144777
1967,1173644
1968,1195468
1969,1220058
1970,1228979
1971,1239284
1972,1237268
1973,1257618
1974,1294804
1975,1339229
1976,1415919
1977,1473617
1978,1549699
1979,1644647
1980,1707764
1981,1756061
1982,1886232
1983,1929901
1984,1965915
1985,1973724
1986,1956533
1987,1914607
1988,1872490
1989,1828172
1990,1788377
1991,1790402
1992,1697133
1993,1578878
1994,1367284
1995,1243560
1996,1144647
1997,1081225
1998,1063733
1999,1065418
2000,1071058
2001,1082051
2002,1086464
2003,1081473
2004,1106849
2005,1134380
2006,1173397
2007,1221115
2008,1265271
2009,1303595
2010,1337387
2011,1388386
2012,1463853
2013,1525843
2014,1579114
2015,1582915
2016,1583969
2017,1572333
2018,1474889
2019,1307977
2020,1243003
2021,1204105
1950,258618
1951,270212
1952,292906
1953,297153
1954,297410
1955,266969
1956,271355
1957,219920
1958,223944
1959,252110
1960,257432
1961,288680
1962,352449
1963,362687
1964,373299
1965,384046
1966,395345
1967,407584
1968,422053
1969,437882
1970,449616
1971,461488
1972,471209
1973,481442
1974,492009
1975,500248
1976,508051
1977,515703
1978,525280
1979,535767
1980,546268
1981,560044
1982,572639
1983,586424
1984,607303
1985,619763
1986,626067
1987,641940
1988,661607
1989,682636
1990,708045
1991,707296
1992,722345
1993,744160
1994,782200
1995,795846
1996,810225
1997,834525
1998,853238
1999,873199
2000,891409
2001,905480
2002,915658
2003,936534
2004,962517
2005,975190
2006,997787
2007,976259
2008,971626
2009,1019478
2010,1070845
2011,1131949
2012,1158752
2013,1191996
2014,1215610
2015,1192944
2016,1168384
2017,1145887
2018,1153939
2019,1167607
2020,1179335
2021,1192345
1950,66089
1951,66542
1952,66923
1953,66022
1954,64505
1955,62368
1956,61550
1957,62089
1958,60750
1959,61000
1960,61307
1961,59160
1962,60331
1963,61631
1964,62493
1965,62146
1966,60794
1967,60083
1968,60226
1969,62436
1970,64134
1971,66704
1972,67369
1973,68064
1974,68390
1975,66859
1976,67430
1977,68664
1978,70037
1979,72176
1980,73548
1981,71733
1982,70222
1983,66478
1984,63621
1985,61708
1986,61009
1987,58307
1988,54429
1989,51744
1990,52276
1991,51857
1992,50346
1993,48546
1994,47593
1995,48041
1996,49869
1997,51868
1998,53011
1999,53007
2000,53905
2001,56505
2002,59350
2003,60554
2004,60793
2005,60341
2006,63875
2007,69775
2008,74341
2009,75693
2010,75316
2011,73817
2012,71600
2013,69002
2014,67041
2015,65037
2016,63114
2017,61312
2018,61865
2019,60463
2020,59670
2021,58563
1950,861
1951,822
1952,776
1953,721
1954,669
1955,629
1956,654
1957,665
1958,706
1959,695
1960,735
1961,678
1962,647
1963,661
1964,670
1965,673
1966,666
1967,664
1968,675
1969,687
1970,890
1971,915
1972,936
1973,874
1974,800
1975,726
1976,725
1977,727
1978,735
1979,748
1980,757
1981,772
1982,771
1983,768
1984,764
1985,763
1986,763
1987,787
1988,817
1989,850
1990,883
1991,905
1992,872
1993,878
1994,919
1995,883
1996,831
1997,885
1998,940
1999,898
2000,850
2001,893
2002,927
2003,880
2004,873
2005,913
2006,931
2007,953
2008,1016
2009,1080
2010,1071
2011,966
2012,921
2013,894
2014,826
2015,802
2016,780
2017,772
2018,748
2019,745
2020,722
2021,717
1950,46386
1951,48096
1952,49271
1953,49403
1954,45543
1955,46477
1956,47581
1957,46551
1958,48180
1959,49937
1960,51392
1961,50420
1962,51919
1963,54505
1964,58972
1965,62538
1966,64866
1967,65663
1968,71093
1969,76451
1970,84857
1971,90967
1972,86775
1973,93059
1974,97175
1975,98876
1976,101244
1977,94488
1978,94304
1979,95198
1980,95745
1981,94807
1982,93980
1983,100910
1984,101592
1985,103285
1986,104057
1987,100890
1988,107456
1989,108647
1990,111338
1991,112931
1992,108069
1993,109518
1994,111675
1995,116875
1996,124655
1997,122800
1998,127866
1999,129364
2000,132735
2001,133016
2002,135800
2003,141218
2004,141982
2005,141596
2006,145708
2007,149313
2008,154217
2009,156400
2010,161277
2011,161791
2012,165412
2013,165831
2014,169911
2015,180293
2016,183285
2017,175514
2018,175739
2019,184394
2020,175353
2021,174335
1950,914162
1951,866967
1952,843592
1953,837277
1954,869160
1955,869440
1956,874121
1957,879614
1958,874550
1959,904025
1960,901896
1961,916730
1962,927674
1963,951018
1964,1002134
1965,980728
1966,969623
1967,940492
1968,934927
1969,923842
1970,895469
1971,897439
1972,878459
1973,866280
1974,859775
1975,818208
1976,774013
1977,735529
1978,703325
1979,665992
1980,635147
1981,620275
1982,618641
1983,602257
1984,588366
1985,576193
1986,556040
1987,552435
1988,568152
1989,561521
1990,567965
1991,561131
1992,566843
1993,548872
1994,535048
1995,525395
1996,527817
1997,533385
1998,532158
1999,538371
2000,541176
2001,534309
2002,535609
2003,539786
2004,558303
2005,555927
2006,559868
2007,561702
2008,574526
2009,569930
2010,563147
2011,548485
2012,534085
2013,511044
2014,495056
2015,478543
2016,465826
2017,450840
2018,432061
2019,418113
2020,410093
2021,410487
1950,46404
1951,49162
1952,50102
1953,52451
1954,54848
1955,56779
1956,58874
1957,60818
1958,63150
1959,63148
1960,66880
1961,64751
1962,63361
1963,64264
1964,65805
1965,66329
1966,67009
1967,67062
1968,66799
1969,66393
1970,65966
1971,65676
1972,65127
1973,64144
1974,63181
1975,62297
1976,61019
1977,61922
1978,62087
1979,62503
1980,63343
1981,63944
1982,64486
1983,65123
1984,65503
1985,65636
1986,65336
1987,64924
1988,64199
1989,63497
1990,60878
1991,62297
1992,63635
1993,64105
1994,63879
1995,62966
1996,58969
1997,58962
1998,57949
1999,55058
2000,50087
2001,49552
2002,49267
2003,49267
2004,49549
2005,48383
2006,48781
2007,45162
2008,45010
2009,44652
2010,42004
2011,42016
2012,41584
2013,40398
2014,38945
2015,39550
2016,37820
2017,35865
2018,34423
2019,33815
2020,33317
2021,33150
1950,2389226
1951,2174138
1952,2034940
1953,1897601
1954,1804605
1955,1771077
1956,1701850
1957,1607797
1958,1691483
1959,1669590
1960,1658438
1961,1652783
1962,1679731
1963,1723811
1964,1782685
1965,1865462
1966,1439454
1967,1941843
1968,1893549
1969,1901452
1970,1956814
1971,2015314
1972,2074513
1973,2135420
1974,2074653
1975,1955379
1976,1863006
1977,1782024
1978,1725898
1979,1651197
1980,1592749
1981,1509635
1982,1485456
1983,1476376
1984,1459038
1985,1422755
1986,1359303
1987,1354166
1988,1326242
1989,1258919
1990,1225414
1991,1234970
1992,1223169
1993,1208692
1994,1247933
1995,1207406
1996,1224687
1997,1210386
1998,1211319
1999,1191573
2000,1217577
2001,1187011
2002,1172365
2003,1142034
2004,1128391
2005,1102137
2006,1122960
2007,1124190
2008,1125048
2009,1104950
2010,1095286
2011,1072936
2012,1063425
2013,1055041
2014,1027949
2015,1020821
2016,990949
2017,917160
2018,885105
2019,837463
2020,827602
2021,818509
1950,923
1951,888
1952,857
1953,827
1954,817
1955,800
1956,815
1957,845
1958,895
1959,946
1960,1008
1961,1078
1962,1130
1963,1162
1964,1156
1965,1136
1966,1113
1967,1095
1968,1077
1969,1059
1970,1038
1971,1003
1972,945
1973,906
1974,880
1975,874
1976,882
1977,893
1978,897
1979,903
1980,905
1981,909
1982,921
1983,941
1984,967
1985,993
1986,1030
1987,1063
1988,1093
1989,1119
1990,1133
1991,1146
1992,1155
1993,1150
1994,1149
1995,1136
1996,1122
1997,1103
1998,1087
1999,1057
2000,1025
2001,1003
2002,996
2003,1014
2004,1028
2005,1046
2006,1074
2007,1111
2008,1144
2009,1155
2010,1144
2011,1138
2012,1105
2013,1082
2014,1072
2015,1053
2016,1057
2017,1054
2018,1060
2019,1093
2020,1115
2021,1134
1950,19914
1951,21507
1952,23288
1953,25212
1954,27244
1955,29527
1956,31886
1957,34348
1958,36990
1959,39601
1960,42500
1961,45247
1962,47677
1963,50003
1964,52323
1965,55376
1966,58535
1967,62429
1968,66900
1969,70715
1970,74843
1971,78662
1972,81596
1973,83796
1974,85822
1975,88008
1976,89667
1977,91463
1978,92493
1979,94345
1980,96605
1981,98698
1982,101176
1983,104419
1984,107419
1985,110929
1986,114886
1987,117910
1988,121297
1989,124595
1990,127299
1991,132764
1992,138438
1993,144858
1994,150586
1995,154896
1996,156626
1997,155556
1998,152896
1999,151661
2000,150336
2001,150869
2002,153418
2003,157069
2004,159161
2005,162418
2006,167378
2007,188623
2008,195073
2009,197686
2010,198219
2011,197841
2012,196810
2013,191474
2014,209692
2015,225940
2016,235628
2017,238327
2018,240188
2019,241468
2020,243141
2021,244557
1950,234644
1951,243173
1952,250190
1953,258540
1954,268404
1955,280471
1956,299518
1957,319246
1958,335145
1959,344210
1960,354070
1961,356139
1962,351265
1963,345096
1964,333089
1965,323421
1966,316392
1967,310076
1968,300694
1969,296713
1970,304489
1971,312882
1972,321698
1973,324002
1974,327023
1975,330716
1976,335225
1977,340225
1978,342692
1979,351244
1980,353282
1981,370193
1982,381422
1983,391284
1984,400920
1985,408704
1986,413926
1987,418688
1988,418475
1989,412467
1990,397944
1991,382006
1992,365696
1993,346660
1994,326799
1995,308172
1996,279398
1997,262181
1998,253313
1999,244608
2000,242436
2001,239451
2002,244819
2003,260022
2004,276691
2005,292854
2006,315160
2007,336862
2008,358689
2009,365900
2010,369406
2011,374369
2012,382568
2013,387566
2014,400472
2015,400061
2016,402246
2017,391284
2018,401334
2019,404079
2020,427805
2021,413483
1950,285133
1951,299148
1952,313448
1953,327874
1954,342299
1955,356445
1956,372200
1957,388355
1958,402502
1959,414114
1960,427727
1961,446309
1962,464927
1963,482352
1964,499728
1965,520697
1966,538519
1967,554646
1968,571603
1969,589313
1970,605698
1971,625092
1972,638925
1973,652487
1974,667703
1975,684980
1976,704441
1977,722086
1978,743831
1979,766237
1980,787378
1981,816026
1982,838447
1983,859670
1984,888440
1985,913133
1986,941448
1987,965953
1988,982483
1989,997810
1990,1008398
1991,1018877
1992,1029435
1993,1044071
1994,1061964
1995,1088378
1996,1112495
1997,1138531
1998,1174273
1999,1198705
2000,1232209
2001,1270723
2002,1297933
2003,1318185
2004,1347244
2005,1380255
2006,1413926
2007,1449756
2008,1470999
2009,1475773
2010,1470988
2011,1460603
2012,1451360
2013,1440023
2014,1435746
2015,1452290
2016,1456804
2017,1457610
2018,1459581
2019,1451197
2020,1455947
2021,1468358
1950,1642
1951,1679
1952,1715
1953,1753
1954,1793
1955,1824
1956,1855
1957,1903
1958,1953
1959,2004
1960,2065
1961,2129
1962,2156
1963,2183
1964,2212
1965,2254
1966,2299
1967,2249
1968,2192
1969,2131
1970,2115
1971,2099
1972,2099
1973,2110
1974,2136
1975,2124
1976,2115
1977,2125
1978,2133
1979,2146
1980,2214
1981,2284
1982,2354
1983,2414
1984,2477
1985,2549
1986,2601
1987,2647
1988,2687
1989,2727
1990,2756
1991,2793
1992,2786
1993,2767
1994,2762
1995,2757
1996,2788
1997,2782
1998,2777
1999,2756
2000,2735
2001,2708
2002,2684
2003,2668
2004,2753
2005,2833
2006,2934
2007,3055
2008,3168
2009,3249
2010,3335
2011,3419
2012,3424
2013,3422
2014,3412
2015,3419
2016,3433
2017,3456
2018,3491
2019,3497
2020,3500
2021,3510
1950,34204
1951,35112
1952,36082
1953,36977
1954,37495
1955,38048
1956,38528
1957,38947
1958,39363
1959,40123
1960,40866
1961,41673
1962,42438
1963,43149
1964,43145
1965,42931
1966,42748
1967,43979
1968,44844
1969,46712
1970,45553
1971,48051
1972,49030
1973,48737
1974,50371
1975,49881
1976,51327
1977,50026
1978,48958
1979,48457
1980,53850
1981,50899
1982,55505
1983,56169
1984,57124
1985,55182
1986,54935
1987,50990
1988,55525
1989,52803
1990,54422
1991,52760
1992,45145
1993,44218
1994,43496
1995,44761
1996,45974
1997,46465
1998,47890
1999,37639
2000,31655
2001,31761
2002,31381
2003,29167
2004,32862
2005,35931
2006,34279
2007,34131
2008,36195
2009,36304
2010,35944
2011,29360
2012,29834
2013,31162
2014,26982
2015,24040
2016,22690
2017,22055
2018,20884
2019,19491
2020,18763
2021,18604
1950,6444
1951,6661
1952,6888
1953,7096
1954,7293
1955,7492
1956,8871
1957,10258
1958,11288
1959,12518
1960,13839
1961,15290
1962,16898
1963,18906
1964,20936
1965,23140
1966,25380
1967,28113
1968,30874
1969,33515
1970,35440
1971,37028
1972,38413
1973,39953
1974,41526
1975,43486
1976,45646
1977,47618
1978,49433
1979,51099
1980,52711
1981,53714
1982,56043
1983,57822
1984,58901
1985,57612
1986,56767
1987,54514
1988,53093
1989,51669
1990,50353
1991,23190
1992,32147
1993,33281
1994,36620
1995,39736
1996,40983
1997,40795
1998,40706
1999,40856
2000,41618
2001,42943
2002,44318
2003,46031
2004,47590
2005,48688
2006,51103
2007,53951
2008,56544
2009,59149
2010,61450
2011,63863
2012,66113
2013,67912
2014,69377
2015,63845
2016,60579
2017,58329
2018,57053
2019,55174
2020,52942
2021,44412
1950,63133
1951,65072
1952,67730
1953,69884
1954,72040
1955,74628
1956,77303
1957,81332
1958,85951
1959,89241
1960,92352
1961,94470
1962,96050
1963,96963
1964,96610
1965,96332
1966,95613
1967,95547
1968,95889
1969,97981
1970,100606
1971,103106
1972,105780
1973,106110
1974,106275
1975,107547
1976,109394
1977,111386
1978,112886
1979,113775
1980,113950
1981,118059
1982,122243
1983,126777
1984,133038
1985,137021
1986,141362
1987,142429
1988,140665
1989,139115
1990,137252
1991,135942
1992,133901
1993,127981
1994,124179
1995,125580
1996,119520
1997,113830
1998,111838
1999,109841
2000,106732
2001,106943
2002,108866
2003,111138
2004,115608
2005,118796
2006,124614
2007,130672
2008,137133
2009,145221
2010,152823
2011,159456
2012,163124
2013,165257
2014,167698
2015,168032
2016,165642
2017,165103
2018,169708
2019,166913
2020,160571
2021,157661
1950,4766537
1951,4876926
1952,4991008
1953,5107861
1954,5222369
1955,5348291
1956,5488356
1957,5631107
1958,5777744
1959,5922114
1960,6070886
1961,6202976
1962,6322864
1963,6423216
1964,6522225
1965,6630779
1966,6735631
1967,6853049
1968,6980356
1969,7130430
1970,7295528
1971,7466930
1972,7635551
1973,7781731
1974,7969003
1975,8158117
1976,8349803
1977,8546118
1978,8715153
1979,8925551
1980,9072855
1981,9227881
1982,9386068
1983,9648119
1984,9917476
1985,10187296
1986,10418536
1987,10626132
1988,10796547
1989,10972732
1990,11185721
1991,11344409
1992,11534831
1993,11792531
1994,11885324
1995,11993900
1996,12133252
1997,12284768
1998,12395568
1999,12564912
2000,12722564
2001,12847938
2002,13016882
2003,13252307
2004,13516225
2005,13727866
2006,13978500
2007,14253694
2008,14417235
2009,14669146
2010,14892643
2011,15100395
2012,15319812
2013,15509676
2014,15740674
2015,15928729
2016,16064674
2017,16182043
2018,16458719
2019,16756385
2020,17019576
2021,17212242
1950,81840
1951,82849
1952,84193
1953,85557
1954,86694
1955,88157
1956,89675
1957,91059
1958,92675
1959,94372
1960,96049
1961,98062
1962,99975
1963,102055
1964,104084
1965,106401
1966,108623
1967,111105
1968,113573
1969,116358
1970,119395
1971,122101
1972,124978
1973,128116
1974,131477
1975,134273
1976,136500
1977,138115
1978,139412
1979,141054
1980,143267
1981,146258
1982,150050
1983,154240
1984,158807
1985,163064
1986,167254
1987,171300
1988,175278
1989,179456
1990,183431
1991,187117
1992,189530
1993,191600
1994,190684
1995,189232
1996,187835
1997,186409
1998,184315
1999,184767
2000,179704
2001,176592
2002,173554
2003,172572
2004,172922
2005,171603
2006,173661
2007,174689
2008,174138
2009,173413
2010,171394
2011,170211
2012,168363
2013,166974
2014,165593
2015,166108
2016,166438
2017,166076
2018,165223
2019,164445
2020,164431
2021,163261
1950,7345600
1951,7537874
1952,7722658
1953,7910601
1954,8100819
1955,8286069
1956,8480058
1957,8677852
1958,8863781
1959,9047446
1960,9243503
1961,9438786
1962,9633491
1963,9816509
1964,9950758
1965,10051114
1966,10142844
1967,10214024
1968,10285757
1969,10391623
1970,10503772
1971,10618745
1972,10746454
1973,10876543
1974,10970139
1975,11087029
1976,11227047
1977,11354069
1978,11490295
1979,11591784
1980,11681707
1981,11782874
1982,11866167
1983,11920475
1984,11965297
1985,12010424
1986,12037433
1987,12043016
1988,12024289
1989,12036791
1990,12020339
1991,12004315
1992,11962025
1993,11976205
1994,11951249
1995,11926902
1996,11855982
1997,11804534
1998,11751676
1999,11694202
2000,11600070
2001,11486301
2002,11357250
2003,11210328
2004,11170991
2005,11123733
2006,11032286
2007,10952828
2008,10893213
2009,10883136
2010,10857923
2011,10855891
2012,10780870
2013,10721910
2014,10694531
2015,10631279
2016,10418910
2017,10369771
2018,10263508
2019,10039017
2020,9854193
2021,9708710
1950,33221
1951,33160
1952,32856
1953,31832
1954,33794
1955,33601
1956,33197
1957,34175
1958,35446
1959,35539
1960,36119
1961,36360
1962,35696
1963,34687
1964,33350
1965,31804
1966,32292
1967,32892
1968,33617
1969,34171
1970,35437
1971,36026
1972,35889
1973,35043
1974,35729
1975,35571
1976,35372
1977,35083
1978,35257
1979,35942
1980,37012
1981,37570
1982,39525
1983,42598
1984,42977
1985,42071
1986,43834
1987,43717
1988,42433
1989,39935
1990,38628
1991,35655
